name,url,Trim,Mileage,Engine,NCT_Expiry,Year,Transmission,Total_Owners,Make,Fuel_Type,Body_Type,Doors,Trim_Level,Seats,Colour,Road_Tax,Current_Country_Of_Reg,Imported,County,Independant_Dealer,Dublin2,Model,Price,Engine_Size,External_Length,Fuel_Tank_Capacity,External_Width,Rural_Fuel_Consumption,Comb_Fuel_Consumption,Urban_Fuel_Consumption,External_Height,Boot_Volume,Ground_Clearance,Euro_NCAP_Overall_Safety_Rating,Engine_Power,Top_Speed,Acceleration,Child_Protection_Rating,Safety_Assistance_Rating,Adult_Protection_Rating,Pedestrian_Protection_Rating,Battery_Capacity
Mazda MX-5 2020,https://www.donedeal.ie/cars-for-sale/mazda-mx-5-2020/39296249,GT,"51,000 km",1.5 L Petrol,Sep 2026,2020,Manual,2,Mazda,Petrol,Convertible,2,Luxury Trim,2,White,280,Ireland,No,,"Private Seller
No rating yet","Naas, Co. Kildare",MX-5,"€21,000",1.5 L,3.92 m,,1.74 m,5.3 L/100 km,6.1 L/100 km,7.4 L/100 km,1.23 m,,,4/5,,,,80%,64%,84%,93%,
2021 Audi A3 2.0 Tdi Sport 4 Door Saloon,https://www.donedeal.ie/cars-for-sale/2021-audi-a3-2-0-tdi-sport-4-door-saloon/38070847,all,"79,360 mi",2.0 L Diesel,---,2021,Manual,1,Audi,Diesel,Saloon,4,Sports Trim,5,Black,190,Ireland,No,Co. Mayo,Independent Dealer,Co. Mayo,A3,"€26,995",2.0 L,4.46 m,,1.80 m,4.0 L/100 km,4.4 L/100 km,5.2 L/100 km,1.42 m,880 L,,,,,,,,,,
2021 (212) Ford Focus 1.5 tdci Zetec Edtion,https://www.donedeal.ie/cars-for-sale/2021-212-ford-focus-1-5-tdci-zetec-edtion/38696219,Zetec,"94,000 mi",1.5 L Diesel,---,2021,Manual,1,Ford,Diesel,Hatchback,5,Base Trim,5,Black,190,UK,,Co. Mayo,Independent Dealer,Co. Mayo,Focus,"€18,995",1.5 L,4.38 m,47 L,1.83 m,,4.5 L/100 km,,1.47 m,"1,320 L",14 cm,,,,,,,,,
Ford Fiesta 2016,https://www.donedeal.ie/cars-for-sale/ford-fiesta-2016/39296208,Zetec,"114,000 km",1.0 L Petrol,May 2026,2016,Manual,2,Ford,Petrol,Hatchback,4,Medium Trim,5,Silver,180,Ireland,No,,"Private Seller
No rating yet","Dublin 7, Co. Dublin",Fiesta,"€8,180",1.0 L,3.97 m,42 L,1.72 m,3.8 L/100 km,4.3 L/100 km,5.1 L/100 km,1.47 m,974 L,,,,,,,,,,
NOW RESERVED,https://www.donedeal.ie/cars-for-sale/now-reserved/38993431,---,"65,000 mi",2.0 L Diesel,Feb 2027,2020,Automatic,2,BMW,Diesel,Saloon,4,---,5,Blue,200,UK,,,Independent Dealer,"Tulsk, Co. Roscommon",3-Series,"€36,995",,,,,,,,,,,,,,,,,,,
NOW RESERVED,https://www.donedeal.ie/cars-for-sale/now-reserved/39250428,---,"85,000 mi",2.0 L Diesel,Mar 2027,2019,Automatic,2,Audi,Diesel,Saloon,4,---,5,White,200,UK,,,Independent Dealer,"Tulsk, Co. Roscommon",A4,"€29,995",,,,,,,,,,,,,,,,,,,
Range Rover sport,https://www.donedeal.ie/cars-for-sale/range-rover-sport/39296182,SE,"164,856 km",3.0 L Diesel,Jan 2026,2014,Automatic,2,Land Rover,Diesel,SUV,5,Medium Trim,5,Grey,1250,Ireland,No,,"Trader
No rating yet","Dublin 18, Co. Dublin",Range Rover Sport,"€24,995",3.0 L,4.85 m,,1.98 m,6.8 L/100 km,7.5 L/100 km,8.7 L/100 km,1.85 m,,,,,,,,,,,
CASH 4 CARS . CARS WANTED,https://www.donedeal.ie/cars-for-sale/cash-4-cars-cars-wanted/39276554,N,"118,000 mi",1.4 L Petrol,Sep 2020,2001,Manual,4,Volkswagen,,,,,,,385,Ireland,No,,"Verified Private Seller
5.0/5 (7)","Wellingtonbridge, Co. Wexford",Golf,"€1,999",,,,,,,,,,,,,,,,,,,
Opel Corsa 5Dr Elegance 1.2 Petrol,https://www.donedeal.ie/cars-for-sale/opel-corsa-5dr-elegance-1-2-petrol/39296030,---,2 km,1.2 L Petrol,---,2025,Manual,---,Opel,Petrol,Hatchback,5,---,---,White,,,,Co. Leitrim,Franchise Dealer,"Mohill, Co. Leitrim",Corsa,"€26,395",,,,,,,,,,,,,,,,,,,
Combo 2024*price incl VAT,https://www.donedeal.ie/cars-for-sale/combo-2024price-incl-vat/39288978,Edition Plus,"15,800 km",1.5 L Diesel,Jan 2026,2024,Manual,2,Opel,Diesel,Van,4,---,3,White,,Ireland,No,,"Verified Private Seller
No rating yet","Enniscorthy, Co. Wexford",Combo,"€22,650",,,,,,,,,,,,,,,,,,,
Toyota Vitz 2014,https://www.donedeal.ie/cars-for-sale/toyota-vitz-2014/39295955,Terra,"73,000 km",1.0 L Petrol,Mar 2026,2014,Automatic,1,Toyota,Petrol,Hatchback,5,Base Trim,5,Red,200,Ireland,Unknown country,,"Private Seller
No rating yet","Athenry, Co. Galway",Vitz,"€7,750",1.0 L,3.95 m,42 L,1.70 m,3.8 L/100 km,4.3 L/100 km,5.2 L/100 km,1.51 m,768 L,14 cm,5/5,,,,81%,86%,89%,60%,
Land Rover Discovery Sport 4X4 2015,https://www.donedeal.ie/cars-for-sale/land-rover-discovery-sport-4x4-2015/39295897,SE,"161,000 km",2.2 L Diesel,Sep 2025,2015,Manual,3,Land Rover,Diesel,SUV,5,Medium Trim,5,White,600,Ireland,No,,"Private Seller
No rating yet","Rosses Point, Co. Sligo",Discovery Sport,"€12,250",2.2 L,4.60 m,,1.89 m,5.6 L/100 km,6.1 L/100 km,7.0 L/100 km,1.72 m,,,5/5,,,,83%,82%,93%,69%,
Toyota Yaris Cross Hybrid,https://www.donedeal.ie/cars-for-sale/toyota-yaris-cross-hybrid/39295815,---,"36,662 mi",1.5 L Hybrid,---,2021,Automatic,1,Toyota,Hybrid,SUV,5,---,---,Red,,,,,Independent Dealer,"Youghal, Co. Cork",Yaris Cross,"€26,000",,,,,,,,,,,,,,,,,,,
BMW 520 MSPORT,https://www.donedeal.ie/cars-for-sale/bmw-520-msport/39078827,M SPORT,"150,000 mi",2.0 L Diesel,Oct 2026,2014,Automatic,2,BMW,Diesel,Saloon,4,Sports Trim,5,Grey,200,Ireland,UK,,"Private Seller
No rating yet",Co. Kilkenny,5-Series,"€15,000",2.0 L,4.91 m,,1.86 m,4.1 L/100 km,4.5 L/100 km,5.3 L/100 km,1.48 m,,14 cm,,,,,,,,,
Volkswagen Polo 1.4 tsi gt Line,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-1-4-tsi-gt-line/39295814,---,"51,327 mi",1.4 L Petrol,---,2015,Automatic,1,Volkswagen,Petrol,Hatchback,5,---,---,Black,,,,,Independent Dealer,"Youghal, Co. Cork",Polo,"€13,500",,,,,,,,,,,,,,,,,,,
Nissan QASHQAI 1.3 SV NAV - PAN Roof - Finance Sc,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-1-3-sv-nav-pan-roof-finance-sc/39295830,SV,"135,999 km",1.3 L Petrol,Apr 2027,2019,Manual,2,Nissan,Petrol,SUV,5,Medium Trim,5,Red,,Ireland,No,Co. Tipperary,Independent Dealer,"Clonmel, Co. Tipperary",Qashqai,"€17,895",1.3 L,4.39 m,,1.81 m,,,,1.60 m,"1,585 L",,5/5,,,,83%,79%,88%,69%,
BMW 1 Series 120i Automatic - RED Stitch Over Bla,https://www.donedeal.ie/cars-for-sale/bmw-1-series-120i-automatic-red-stitch-over-bla/39295816,SE,"65,996 mi",1.6 L Petrol,Oct 2025,2016,Automatic,2,BMW,Petrol,Hatchback,5,Medium Trim,5,White,,Ireland,Unknown country,Co. Dublin,"Independent Dealer
4.7/5","Ballymount, Co. Dublin",1-Series,"€16,450",1.6 L,4.32 m,52 L,1.77 m,,,,1.44 m,"1,200 L",14 cm,5/5,,,,83%,86%,91%,63%,
Ford Focus Style 1.6 Tdci 95ps 4DR,https://www.donedeal.ie/cars-for-sale/ford-focus-style-1-6-tdci-95ps-4dr/39295810,Style,"221,159 km",1.6 L Diesel,Jul 2025,2015,Manual,3,Ford,Diesel,Saloon,4,Medium Trim,5,Red,,Ireland,No,,Independent Dealer,"Tralee, Co. Kerry",Focus,"€9,500",1.6 L,4.56 m,,1.82 m,,,,1.47 m,,,5/5,,,,82%,71%,92%,72%,
Toyota Rav4 Rav4 Hybrid SOL 4DR Auto,https://www.donedeal.ie/cars-for-sale/toyota-rav4-rav4-hybrid-sol-4dr-auto/39295783,Sol,"68,238 km",2.5 L Hybrid,Jan 2026,2022,Automatic,1,Toyota,Hybrid,SUV,4,Luxury Trim,5,Blue,,Ireland,No,,Franchise Dealer,"Carrigaline, Co. Cork",RAV4,No Price,2.5 L,4.60 m,55 L,1.86 m,,,,1.69 m,"1,690 L",19 cm,5/5,,,,87%,77%,93%,85%,
Hyundai Tucson 1.7D-Executive-Low Mileage,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-1-7d-executive-low-mileage/39351788?campaign=3,---,"69,772 km",1.7 L Diesel,May 2026,2016,Manual,2,Hyundai,Diesel,SUV,5,---,5,Black,200,Ireland,No,Co. Dublin,Independent Dealer,Co. Dublin,Tucson,"€17,950",,,,,,,,,,,,,,,,,,,
2016 Land Rover Discovery Sport TD4 Manual,https://www.donedeal.ie/cars-for-sale/2016-land-rover-discovery-sport-td4-manual/39145194?campaign=3,S,"127,000 km",2.0 L Diesel,Mar 2026,2016,Manual,2,Land Rover,Diesel,SUV,5,Base Trim,5,White,280,Ireland,No,Co. Wexford,"Independent Dealer
4.1/5","Gorey, Co. Wexford",Discovery Sport,"€17,950",2.0 L,4.60 m,,1.89 m,4.5 L/100 km,5.1 L/100 km,6.1 L/100 km,1.72 m,,,,,,,,,,,
🦏 Mazda Mazda2 2015 executive(new shape) 🦏,https://www.donedeal.ie/cars-for-sale/mazda-mazda2-2015-executivenew-shape/39262979?campaign=3,Executive,"153,000 km",1.5 L Petrol,Oct 2025,2015,Manual,2,Mazda,Petrol,Hatchback,4,Medium Trim,5,Grey,190,Ireland,No,Co. Limerick,Independent Dealer,Co. Limerick,Mazda2,"€9,450",1.5 L,4.06 m,,1.70 m,3.9 L/100 km,4.7 L/100 km,6.1 L/100 km,1.50 m,,,,,,,,,,,
Ford Fiesta MCA Zetec 1.25 60ps M5 2DR,https://www.donedeal.ie/cars-for-sale/ford-fiesta-mca-zetec-1-25-60ps-m5-2dr/39295779,Zetec,"129,384 km",1.2 L Petrol,Feb 2026,2014,Manual,2,Ford,Petrol,Hatchback,3,Medium Trim,5,White,,Ireland,No,Co. Cork,Independent Dealer,"Cobh, Co. Cork",Fiesta,"€8,750",1.2 L,3.95 m,,1.72 m,,,,1.48 m,979 L,,5/5,,,,86%,71%,91%,65%,
2018 Volkswagen Toureag top spec prestige,https://www.donedeal.ie/cars-for-sale/2018-volkswagen-toureag-top-spec-prestige/38391823,---,"110,321 mi",3.0 L Diesel,---,2018,Automatic,1,Volkswagen,Diesel,SUV,5,---,5,Red,790,UK,,,"Verified Private Seller
5.0/5 (1)","Virginia, Co. Cavan",Touareg,"€20,500",,,,,,,,,,,,,,,,,,,
Toyota Prius 2014 High Specs,https://www.donedeal.ie/cars-for-sale/toyota-prius-2014-high-specs/39295706,-,"144,300 km",1.8 L Petrol Hybrid,May 2026,2014,Automatic,1,Toyota,Petrol Hybrid,Hatchback,5,Base Trim,5,Black,170,Ireland,Unknown country,,"Private Seller
No rating yet","Citywest, Co. Dublin",Prius,"€10,300",1.8 L,4.48 m,,1.75 m,3.7 L/100 km,3.9 L/100 km,3.9 L/100 km,1.49 m,"1,120 L",,5/5,,,,82%,86%,88%,68%,
Toyota RAV4 HYBRID SOL,https://www.donedeal.ie/cars-for-sale/toyota-rav4-hybrid-sol/39295643,Sol,"64,454 km",2.5 L Petrol Hybrid,Mar 2027,2023,Automatic,1,Toyota,Petrol Hybrid,SUV,4,Luxury Trim,5,Grey,200,Ireland,No,Co. Limerick,Franchise Dealer,Co. Limerick,RAV4,"€41,450",2.5 L,4.60 m,55 L,1.86 m,,5.7 L/100 km,,1.69 m,"1,690 L",19 cm,5/5,,,,87%,77%,93%,85%,
Kia EV9 EV9 EV9 GT Line 6S AWD 5DR AUT,https://www.donedeal.ie/cars-for-sale/kia-ev9-ev9-ev9-gt-line-6s-awd-5dr-aut/39295600,GT-Line,932 mi,505 km (WLTP) Electric,Jan 2029,2025,Automatic,1,Kia,Electric,MPV,5,Luxury Trim,6,Grey,,Ireland,No,Co. Meath,Franchise Dealer,Co. Meath,EV9,"€82,950",,5.02 m,,1.98 m,,,,,,,5/5,385 hp,200 km/h,5.3 sec,88%,83%,84%,76%,
Dacia Sandero 1.0 2017,https://www.donedeal.ie/cars-for-sale/dacia-sandero-1-0-2017/39078712,SIGNATURE,"112,592 km",1.0 L Petrol,Jun 2025,2017,Manual,2,Dacia,Petrol,Hatchback,4,Medium Trim,5,Grey,200,Ireland,No,,"Private Seller
5.0/5 (1)","Midleton, Co. Cork",Sandero,"€8,750",1.0 L,4.07 m,,1.73 m,4.5 L/100 km,5.2 L/100 km,6.5 L/100 km,1.52 m,,,4/5,,,,79%,55%,80%,57%,
Nissan Qashqai 2014,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-2014/39295676,SV,"268,000 km",1.5 L Diesel,Jul 2025,2014,Manual,4,Nissan,Diesel,Hatchback,4,Medium Trim,5,Blue,180,Ireland,No,,Independent Dealer,"Castletown, Co. Limerick",Qashqai,"€7,000",1.5 L,4.38 m,55 L,1.81 m,3.6 L/100 km,3.8 L/100 km,4.2 L/100 km,1.59 m,"1,585 L",,,,,,,,,,
Toyota RAV4 HYBRID SOL,https://www.donedeal.ie/cars-for-sale/toyota-rav4-hybrid-sol/39295642,Sol,"65,776 km",2.5 L Petrol Hybrid,Jan 2026,2022,Automatic,1,Toyota,Petrol Hybrid,SUV,4,Luxury Trim,5,Grey,200,Ireland,No,Co. Limerick,Franchise Dealer,Co. Limerick,RAV4,"€37,950",2.5 L,4.60 m,55 L,1.86 m,,5.7 L/100 km,,1.69 m,"1,690 L",19 cm,5/5,,,,87%,77%,93%,85%,
Kia Sportage Phev Anniver,https://www.donedeal.ie/cars-for-sale/kia-sportage-phev-anniver/39295598,Anniversary Edition,"8,078 mi",1.6 L Hybrid,Mar 2028,2024,Automatic,1,Kia,Hybrid,MPV,5,Medium Trim,5,Grey,,Ireland,No,Co. Meath,Franchise Dealer,Co. Meath,Sportage,"€41,995",1.6 L,4.52 m,,1.87 m,,,,,,,5/5,265 hp,191 km/h,8.2 sec,86%,72%,87%,66%,13.8 kWh
Toyota RAV4 HYBRID SOL AWD,https://www.donedeal.ie/cars-for-sale/toyota-rav4-hybrid-sol-awd/39295640,Sol,"71,425 km",2.5 L Petrol Hybrid,Jan 2026,2020,Automatic,2,Toyota,Petrol Hybrid,SUV,4,Luxury Trim,5,Grey,190,Ireland,No,Co. Limerick,Franchise Dealer,Co. Limerick,RAV4,"€33,450",2.5 L,4.60 m,55 L,1.86 m,4.6 L/100 km,4.4 L/100 km,4.5 L/100 km,1.69 m,"1,690 L",19 cm,5/5,,,,87%,77%,93%,85%,
Kia Sportage Phev Anniversary Edition,https://www.donedeal.ie/cars-for-sale/kia-sportage-phev-anniversary-edition/39295631,Anniversary Edition,"39,955 km",1.6 L Petrol Plug-in Hybrid,Feb 2028,2024,Automatic,1,Kia,Petrol Plug-in Hybrid,MPV,5,---,5,Black,,Ireland,No,Co. Kildare,Independent Dealer,"Kilcock, Co. Kildare",Sportage,"€40,995",,,,,,,,,,,,,,,,,,,
Land Rover Range Rover Sport Autobiography Dynamic,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-sport-autobiography-dynamic/39295630,---,"51,549 mi",2.0 L Hybrid,---,2022,Automatic,1,Land Rover,Hybrid,Estate,5,---,5,Black,150,UK,,Co. Mayo,Independent Dealer,"Ballina, Co. Mayo",Range Rover Sport,No Price,,,,,,,,,,,,,,,,,,,
Volkswagen Golf TDI,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-tdi/38743904,BLUEMOTION,"152,000 mi",1.6 L Diesel,Nov 2025,2011,Manual,3,Volkswagen,Diesel,Hatchback,5,Base Trim,5,Silver,180,Ireland,Unknown country,,"Verified Private Seller
No rating yet","Boyle, Co. Roscommon",Golf,"€5,850",1.6 L,4.20 m,,1.78 m,3.4 L/100 km,3.8 L/100 km,4.7 L/100 km,1.48 m,,,,,,,,,,,
Mercedes-Benz E-Class E220cdi Coupe Auto,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-e220cdi-coupe-auto/39295617,-,"261,000 km",2.1 L Diesel,Jan 2026,2014,Automatic,2,Mercedes-Benz,Diesel,Coupe,2,---,4,Silver,,Ireland,UK,Co. Carlow,Independent Dealer,"Graiguecullen, Co. Carlow",E-Class,"€12,900",,,,,,,,,,,,,,,,,,,
Skoda Kodiaq 7S SPORT 2.0 TDI 150HP D,https://www.donedeal.ie/cars-for-sale/skoda-kodiaq-7s-sport-2-0-tdi-150hp-d/39295619,SportLine,"48,600 km",2.0 L Diesel,Jan 2028,2024,Automatic,1,Skoda,Diesel,Estate,5,Sports Trim,7,Grey,270,Ireland,No,Co. Galway,Franchise Dealer,Co. Galway,Kodiaq,"€55,950",2.0 L,4.70 m,,1.88 m,,5.6 L/100 km,,1.69 m,"2,065 L",,5/5,,,,77%,54%,92%,71%,
Volkswagen Jetta GT Bluemotion Tech TDI 2015,https://www.donedeal.ie/cars-for-sale/volkswagen-jetta-gt-bluemotion-tech-tdi-2015/39239421,---,"112,000 mi",2.0 L Diesel,---,2015,Manual,2,Volkswagen,Diesel,Saloon,4,---,5,Grey,190,Northern Ireland,,,"Verified Private Seller
No rating yet","Randalstown, Co. Antrim",Jetta,"£4,800",,,,,,,,,,,,,,,,,,,
Hyundai Kona Kauai Executive 5DR,https://www.donedeal.ie/cars-for-sale/hyundai-kona-kauai-executive-5dr/39295611,Executive,"167,989 km",1.0 L Petrol,Apr 2026,2018,Manual,3,Hyundai,Petrol,MPV,5,Medium Trim,5,Grey,,Ireland,No,Co. Dublin,Independent Dealer,Co. Dublin,KONA,"€11,950",,,,,,,,,,,5/5,,,,85%,60%,87%,62%,
Kia Niro EV K3 SEM 5DR Auto,https://www.donedeal.ie/cars-for-sale/kia-niro-ev-k3-sem-5dr-auto/39295594,K3 SEM,"12,428 mi",460 km (WLTP) Electric,Apr 2028,2024,Automatic,1,Kia,Electric,Estate,5,Medium Trim,5,Green,,Ireland,No,Co. Meath,Franchise Dealer,Co. Meath,Niro,"€32,950",,4.42 m,,1.83 m,,,,1.55 m,"1,412 L",16 cm,4/5,204 hp,167 km/h,7.8 sec,84%,60%,91%,75%,
Audi S3 Sportback S3 Automatic / 39k KMs / Heated,https://www.donedeal.ie/cars-for-sale/audi-s3-sportback-s3-automatic-39k-kms-heated/39295270,---,"38,999 km",2.0 L Petrol,Mar 2026,2015,Automatic,---,Audi,Petrol,Hatchback,4,---,---,Red,,Ireland,No,Co. Dublin,Independent Dealer,"Lusk, Co. Dublin",S3,"€24,950",,,,,,,,,,,,,,,,,,,
NEW NCT 04/26 Low Mileage 96000 Miles 2013 Peugeot 3008 1.6hdi,https://www.donedeal.ie/cars-for-sale/new-nct-04-26-low-mileage-96000-miles-2013-peugeot-3008-1-6hdi/39295581,Active,"96,000 mi",1.6 L Diesel,Apr 2025,2013,Manual,3,Peugeot,Diesel,Hatchback,5,Medium Trim,5,Grey,270,Ireland,N. Ireland,,"Private Seller
No rating yet",Co. Kerry,3008,"€5,500",1.6 L,4.37 m,60 L,1.84 m,4.2 L/100 km,4.8 L/100 km,5.8 L/100 km,1.64 m,"1,241 L",15 cm,,,,,,,,,
Audi A3 1.4 Automatic,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-automatic/39295115,---,"34,714 mi",1.4 L Petrol,---,2016,Automatic,---,Audi,Petrol,Saloon,---,---,---,Black,,,,Co. Dublin,"Independent Dealer
4.7/5","Ballymount, Co. Dublin",A3,"€18,950",,,,,,,,,,,,,,,,,,,
Volkswagen Up! 1.0 Automatic - Move UP,https://www.donedeal.ie/cars-for-sale/volkswagen-up-1-0-automatic-move-up/39295114,---,"21,715 mi",1.0 L Petrol,---,2016,Automatic,---,Volkswagen,Petrol,Hatchback,5,---,---,Red,,,,Co. Dublin,"Independent Dealer
4.7/5","Ballymount, Co. Dublin",up!,"€9,950",,,,,,,,,,,,,,,,,,,
Audi S3 Sportback S3 Automatic / 69k KMs / Revers,https://www.donedeal.ie/cars-for-sale/audi-s3-sportback-s3-automatic-69k-kms-revers/39295267,---,"69,000 km",2.0 L Petrol,Mar 2026,2013,Automatic,---,Audi,Petrol,Hatchback,4,---,---,White,,Ireland,Unknown country,Co. Dublin,Independent Dealer,"Lusk, Co. Dublin",S3,"€21,950",,,,,,,,,,,,,,,,,,,
Ford transit pick up MWB,https://www.donedeal.ie/cars-for-sale/ford-transit-pick-up-mwb/39295551,---,"135,000 mi",2.2 L Diesel,---,2014,Manual,2,Ford,Diesel,Rigid,4,---,7,White,1250,Northern Ireland,,,"Private Seller
No rating yet","Clonmany, Co. Donegal",Transit,"€1,234",,,,,,,,,,,,,,,,,,,
Volkswagen Up! Very Low Mileage - 1.0 Automatic -,https://www.donedeal.ie/cars-for-sale/volkswagen-up-very-low-mileage-1-0-automatic-/39295112,---,"1,050 mi",1.0 L Petrol,---,2020,Automatic,---,Volkswagen,Petrol,Hatchback,3,---,---,Gold,,,,Co. Dublin,"Independent Dealer
4.7/5","Ballymount, Co. Dublin",up!,"€14,950",,,,,,,,,,,,,,,,,,,
Audi A3 30 Tfsi Automatic / Only 6k Kms / Adapti,https://www.donedeal.ie/cars-for-sale/audi-a3-30-tfsi-automatic-only-6k-kms-adapti/39295266,---,"6,000 km",1.4 L Petrol,Mar 2027,2019,Automatic,---,Audi,Petrol,Saloon,4,---,---,White,,,,Co. Dublin,Independent Dealer,"Lusk, Co. Dublin",A3,"€25,950",,,,,,,,,,,,,,,,,,,
Ford transit pick up,https://www.donedeal.ie/cars-for-sale/ford-transit-pick-up/39295538,---,"95,000 mi",2.2 L Diesel,---,2016,Manual,3,Ford,Diesel,Van,2,---,3,White,1250,Northern Ireland,,,"Private Seller
No rating yet","Clonmany, Co. Donegal",Transit,"€1,234",,,,,,,,,,,,,,,,,,,
Honda Jazz 1.5i-mmd Elegance Auto,https://www.donedeal.ie/cars-for-sale/honda-jazz-1-5i-mmd-elegance-auto/38693829,Elegance,"4,400 km",1.5 L Petrol Hybrid,Jan 2028,2024,Automatic,1,Honda,Petrol Hybrid,Hatchback,5,Base Trim,5,White,180,Ireland,No,Co. Waterford,Franchise Dealer,Co. Waterford,Jazz,"€29,950",1.5 L,4.09 m,,1.69 m,,4.5 L/100 km,,,,,5/5,122 hp,175 km/h,9.4 sec,83%,76%,87%,80%,0.7 kWh
Audi A3 1.4 Automatic,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-automatic/39295111,---,"24,604 mi",1.4 L Petrol,---,2016,Automatic,---,Audi,Petrol,Hatchback,---,---,---,Black,,,,Co. Dublin,"Independent Dealer
4.7/5","Ballymount, Co. Dublin",A3,"€16,950",,,,,,,,,,,,,,,,,,,
Audi A5 2.0 Tfsi Quattro Automatic / 82k KMs / He,https://www.donedeal.ie/cars-for-sale/audi-a5-2-0-tfsi-quattro-automatic-82k-kms-he/39295265,---,"81,999 km",2.0 L Petrol,Mar 2027,2016,Automatic,---,Audi,Petrol,Saloon,4,---,---,Black,,Ireland,No,Co. Dublin,Independent Dealer,"Lusk, Co. Dublin",A5,"€20,950",,,,,,,,,,,,,,,,,,,
Rangerover Vogue (FULLY LOADED/WARRANTY/NCT),https://www.donedeal.ie/cars-for-sale/rangerover-vogue-fully-loaded-warranty-nct/38493565?campaign=3,---,"119,000 mi",3.0 L Diesel,Sep 2025,2014,Automatic,2,Land Rover,Diesel,SUV,5,---,5,Grey,1250,Ireland,UK,Co. Kildare,Independent Dealer,Co. Kildare,Range Rover,"€29,950",,,,,,,,,,,,,,,,,,,
🦏 Volkswagen Tiguan 182reg.7 SEATS.AUTO 🦏,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-182reg-7-seats-auto/39208020?campaign=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguar E- PACE 2.0 D 150PS FWD 5DR,https://www.donedeal.ie/cars-for-sale/jaguar-e-pace-2-0-d-150ps-fwd-5dr/38844469?campaign=3,S,"135,999 km",2.0 L Diesel,May 2026,2018,Manual,2,Jaguar,Diesel,Estate,5,Medium Trim,5,Red,,Ireland,No,Co. Dublin,Independent Dealer,Co. Dublin,E-Pace,"€19,750",2.0 L,4.41 m,56 L,1.90 m,,,,1.65 m,"1,234 L",22 cm,5/5,,,,87%,72%,86%,77%,
Kia Sportage GT Line 5DR,https://www.donedeal.ie/cars-for-sale/kia-sportage-gt-line-5dr/39295405,GT Line,"180,000 km",1.6 L Diesel,Feb 2025,2019,Manual,1,Kia,Diesel,MPV,5,Sports Trim,5,Grey,,Ireland,No,Co. Clare,Franchise Dealer,"Ennis, Co. Clare",Sportage,No Price,1.6 L,4.50 m,62 L,1.86 m,,,,1.65 m,"1,492 L",17 cm,5/5,,,,83%,71%,90%,66%,
BMW 1 Series 1.5 Automatic - Half Leather Interior,https://www.donedeal.ie/cars-for-sale/bmw-1-series-1-5-automatic-half-leather-interior/39295110,---,"35,617 mi",1.5 L Petrol,---,2016,Automatic,---,BMW,Petrol,Hatchback,---,---,---,Grey,,,,Co. Dublin,"Independent Dealer
4.7/5","Ballymount, Co. Dublin",1-Series,"€16,450",,,,,,,,,,,,,,,,,,,
Audi A3 30 Tfsi Automatic / 40k KMs / Heated Seat,https://www.donedeal.ie/cars-for-sale/audi-a3-30-tfsi-automatic-40k-kms-heated-seat/39295264,---,"40,000 km",1.0 L Petrol,---,2023,Automatic,---,Audi,Petrol,Hatchback,4,---,---,White,,Ireland,No,Co. Dublin,Independent Dealer,"Lusk, Co. Dublin",A3,"€34,950",,,,,,,,,,,,,,,,,,,
"2017 RENAULT KADJAR, DIESEL, NCT'd €12,900",https://www.donedeal.ie/cars-for-sale/2017-renault-kadjar-diesel-nctd-12-900/39165617,Dynamique Nav,"80,000 mi",1.5 L Diesel,Apr 2027,2017,Manual,2,Renault,Diesel,SUV,4,Medium Trim,5,Black,180,Ireland,No,Co. Louth,Independent Dealer,"Drogheda, Co. Louth",Kadjar,"€12,900",1.5 L,4.45 m,,1.84 m,3.6 L/100 km,3.8 L/100 km,4.1 L/100 km,1.61 m,,,,,,,,,,,
BMW 5-Series 2013,https://www.donedeal.ie/cars-for-sale/bmw-5-series-2013/39295490,SE,"193,000 km",2.0 L Diesel,Mar 2026,2013,Automatic,5,BMW,Diesel,Saloon,4,Base Trim,5,Black,200,Ireland,No,,"Verified Private Seller
No rating yet","Letterkenny, Co. Donegal",5-Series,"€9,450",2.0 L,4.91 m,70 L,1.86 m,4.0 L/100 km,4.5 L/100 km,5.4 L/100 km,1.48 m,,,,,,,,,,,
Audi A3 2013 2.0 TDI SPORT 148 BHP.(2014 chassis),https://www.donedeal.ie/cars-for-sale/audi-a3-2013-2-0-tdi-sport-148-bhp-2014-chassis/39078448,SPORT,"181,000 km",2.0 L Diesel,Oct 2025,2013,Manual,2,Audi,Diesel,Hatchback,4,Sports Trim,5,White,190,Ireland,No,,"Private Seller
No rating yet","North County, Co. Dublin",A3,"€10,400",2.0 L,4.31 m,50 L,1.79 m,3.7 L/100 km,4.2 L/100 km,5.0 L/100 km,1.43 m,"1,220 L",,,,,,,,,,
