Trim,Mileage,Engine,NCT_Expiry,Year,Transmission,Total_Owners,Make,Fuel_Type,Body_Type,Doors,Trim_Level,Seats,Colour,Road_Tax,Rural_Fuel_Consumption,Comb_Fuel_Consumption,Urban_Fuel_Consumption,Engine_Size,External_Length,External_Height,External_Width,Euro_NCAP_Overall_Safety_Rating,Child_Protection_Rating,Safety_Assistance_Rating,Adult_Protection_Rating,Pedestrian_Protection_Rating,Current_Country_Of_Reg,Imported,Independant_Dealer,Counties,Model,Price,Boot_Volume,Ground_Clearance,County,Fuel_Tank_Capacity,Engine_Power,Top_Speed,Battery_Capacity,Acceleration,section,combined,sentiment,sentiment3,sentiment2
SRI,52000.0,1.2 L Petrol,Nov 2026,2020.0,Manual,3,Opel,Petrol,SUV,4,Medium Trim,5,Black,200.0,4.4 L/100 km,5.0 L/100 km,6.0 L/100 km,1.2 L,4.48 m,1.61 m,1.86 m,5/5,87%,60%,84%,63%,Ireland,No,Franchise Dealer,"Dublin 6, Co. Dublin",Grandland X,22450.0,"1,652 L",19 cm,Co. Dublin,53 L,,,,,,Opel Grandland X,0.3999999999999999,1,4
Elite,273000.0,1.4 L Diesel,---,2013.0,Manual,2,Hyundai,Diesel,Van,3,Base Trim,2,White,190.0,3.5 L/100 km,4.1 L/100 km,5.3 L/100 km,1.4 L,4.30 m,1.47 m,1.78 m,,,,,,Ireland,No,"Private Seller
No rating yet","Taghmaconnell, Co. Roscommon",i30,3450.0,,,,,,,,,,Hyundai i30,0.1575883838383838,1,2
Active,224026.0,1.6 L Diesel,Feb 2023,2015.0,Manual,10,Skoda,Diesel,Hatchback,5,Base Trim,5,White,190.0,3.7 L/100 km,4.4 L/100 km,5.6 L/100 km,1.6 L,4.30 m,1.46 m,1.71 m,,,,,,Ireland,UK,Independent Dealer,Co. Dublin,Rapid,7750.0,"1,380 L",13 cm,,55 L,,,,,,Skoda Rapid,0.3342490842490842,1,3
XE,325163.0,1.5 L Diesel,Jun 2025,2013.0,Manual,4,Nissan,Diesel,MPV,4,Base Trim,5,Red,270.0,4.6 L/100 km,4.9 L/100 km,6.3 L/100 km,1.5 L,4.33 m,1.62 m,1.78 m,,,,,,Ireland,No,Independent Dealer,Co. Dublin,Qashqai,4250.0,"1,513 L",,,65 L,,,,,,Nissan Qashqai,0.019047619047619,1,2
Comfort Plus,225000.0,1.7 L Diesel,Oct 2026,2016.0,Manual,2,Hyundai,Diesel,SUV,5,Medium Trim,5,Grey,200.0,4.0 L/100 km,4.4 L/100 km,5.1 L/100 km,1.7 L,4.48 m,1.65 m,1.85 m,5/5,85%,71%,86%,71%,Ireland,No,"Private Seller
No rating yet",Co. Roscommon,Tucson,12000.0,,,,,,,,,,Hyundai Tucson,0.1600852272727273,2,2
COOPER,199858.0,1.6 L Diesel,Dec 2025,2012.0,Manual,1,Mini,Diesel,Hatchback,3,Sports Trim,4,Blue,180.0,3.5 L/100 km,3.8 L/100 km,4.2 L/100 km,1.6 L,3.72 m,1.41 m,1.68 m,,,,,,Ireland,UK,Independent Dealer,Co. Dublin,Cooper,6250.0,680 L,14 cm,,40 L,,,,,,Mini Cooper,0.0721491228070175,1,1
K3,56000.0,1.6 L Diesel Hybrid,Aug 2025,2021.0,Manual,1,Kia,Diesel Hybrid,SUV,5,Medium Trim,5,Grey,270.0,4.5 L/100 km,4.8 L/100 km,5.2 L/100 km,1.6 L,4.49 m,1.64 m,1.86 m,5/5,83%,71%,90%,66%,Ireland,No,"Franchise Dealer
4.3/5",Co. Waterford,Sportage,30950.0,"1,492 L",17 cm,Co. Waterford,58 L,115 hp,175 km/h,0.4 kWh,11.8 sec,,Kia Sportage,0.1666666666666666,1,4
N,,3.0 L Diesel,May 2021,2008.0,Manual,2,Toyota,,,,,,,,,,,,,,,,,,,,Ireland,Unknown country,"Verified Private Seller
4.5/5 (13)",Co. Limerick,Hilux,250.0,,,,,,,,,,Toyota Hilux,0.0,1,5
ACTIV,166510.0,1.6 L Diesel,Jul 2025,2011.0,Manual,2,Ford,Diesel,MPV,5,Base Trim,7,Grey,270.0,4.4 L/100 km,4.9 L/100 km,5.8 L/100 km,1.6 L,4.52 m,1.68 m,1.83 m,,,,,,Ireland,No,Independent Dealer,Co. Dublin,Grand C-Max,4350.0,,,,,,,,,,Ford Grand C-Max,0.371875,1,2
S Line,232167.0,2.0 L Diesel,Nov 2026,2016.0,Automatic,2,Audi,Diesel,Saloon,4,Sports Trim,5,Grey,190.0,3.9 L/100 km,4.4 L/100 km,5.1 L/100 km,2.0 L,4.93 m,1.46 m,1.87 m,5/5,83%,86%,91%,41%,Ireland,UK,"Private Seller
No rating yet","Liscannor, Co. Clare",A6,17500.0,,,,,,,,,,Audi A6,0.4166666666666667,2,5
Zetec,221508.0,1.0 L Petrol,Dec 2025,2014.0,Manual,3,Ford,Petrol,Hatchback,3,Medium Trim,5,Red,180.0,3.8 L/100 km,4.3 L/100 km,5.1 L/100 km,1.0 L,3.95 m,1.48 m,1.72 m,,,,,,Ireland,UK,Independent Dealer,Co. Dublin,Fiesta,6500.0,979 L,,,,,,,,,Ford Fiesta,0.1742424242424242,2,5
---,42411.0,1.3 L Petrol,---,2019.0,Automatic,1,Honda,Petrol,Hatchback,5,---,5,Black,,,,,,,,,,,,,,Ireland,Unknown,Independent Dealer,"Tramore, Co. Waterford",Jazz,15895.0,,,,,,,,,,Honda Jazz,0.2272108843537415,1,2
Titanium,197670.0,1.5 L Diesel,May 2026,2016.0,Manual,3,Ford,Diesel,Hatchback,4,Luxury Trim,5,Grey,180.0,3.4 L/100 km,3.8 L/100 km,4.3 L/100 km,1.5 L,4.36 m,1.47 m,1.82 m,,,,,,Ireland,No,Independent Dealer,Co. Dublin,Focus,8950.0,"1,215 L",,,53 L,,,,,,Ford Focus,0.0116071428571428,1,4
N,310890.0,1.5 L Diesel,Nov 2025,2009.0,Manual,4,Nissan,,,,,,,280.0,,,,,,,,,,,,,Ireland,No,"Private Seller
No rating yet","Raphoe, Co. Donegal",Qashqai,2500.0,,,,,,,,,,Nissan Qashqai,0.019047619047619,1,2
-,157840.0,1.8 L Petrol Hybrid,Feb 2026,2014.0,Automatic,1,Toyota,Petrol Hybrid,Hatchback,5,Base Trim,5,White,180.0,3.7 L/100 km,3.9 L/100 km,3.9 L/100 km,1.8 L,4.48 m,1.49 m,1.75 m,,,,,,Ireland,Unknown country,Independent Dealer,Co. Dublin,Prius,11950.0,"1,120 L",,Co. Dublin,,,,,,,Toyota Prius,0.0636058059587471,1,2
Terra,213330.0,2.0 L Diesel,Aug 2025,2015.0,Manual,2,Toyota,Diesel,Estate,4,Base Trim,5,Bronze,200.0,4.0 L/100 km,4.6 L/100 km,5.6 L/100 km,2.0 L,4.70 m,1.48 m,1.81 m,,,,,,Ireland,UK,Independent Dealer,Co. Dublin,Avensis,8950.0,,,Co. Dublin,,,,,,,Toyota Avensis,0.0589657738095238,1,2
Sport,241401.0,2.0 L Diesel,Sep 2026,2016.0,Manual,3,Volkswagen,Diesel,Coupe,4,Sports Trim,5,Blue,200.0,3.8 L/100 km,4.3 L/100 km,5.2 L/100 km,2.0 L,4.80 m,1.42 m,1.86 m,,,,,,Ireland,UK,"Private Seller
No rating yet","Ennis, Co. Clare",CC,10950.0,,12 cm,,,,,,,,Volkswagen CC,0.1639339826839827,1,2
GTI,132000.0,2.0 L Petrol,Apr 2027,2016.0,Automatic,2,Volkswagen,Petrol,Hatchback,5,Sports Trim,5,White,400.0,5.3 L/100 km,6.4 L/100 km,8.1 L/100 km,2.0 L,4.27 m,1.44 m,1.80 m,,,,,,Ireland,Unknown country,"Private Seller
No rating yet","Drumcondra, Co. Dublin",Golf,22950.0,"1,270 L",13 cm,,50 L,,,,,,Volkswagen Golf,0.0,1,5
N,271920.0,2.0 L Diesel,Dec 2025,2008.0,---,4,Audi,,,,,,,400.0,,,,,,,,,,,,,Ireland,UK,"Trader
No rating yet","Wicklow Town, Co. Wicklow",A4,3850.0,,,,,,,,,,Audi A4,0.1259649122807017,1,2
N,267492.0,1.4 L Diesel,Mar 2024,2010.0,Manual,3,Peugeot,,,,,,,200.0,,,,,,,,,,,,,Ireland,No,"Private Seller
No rating yet","Kilcormac, Co. Offaly",207,1750.0,,,,,,,,,,Peugeot 207,-0.0284722222222222,1,1
N,,2.5 L Petrol,May 2025,2007.0,Manual,11,Lexus,,,,,,,1080.0,,,,,,,,,,,,,Ireland,No,"Private Seller
No rating yet","Newcastle West, Co. Limerick",IS,9300.0,,,,,,,,,,Lexus IS,0.2004464285714286,1,3
R-LINK,235000.0,1.5 L Diesel,Nov 2026,2016.0,Manual,2,Renault,Diesel,Saloon,4,Luxury Trim,5,Silver,190.0,4.0 L/100 km,4.5 L/100 km,5.4 L/100 km,1.5 L,4.62 m,1.48 m,1.81 m,4/5,83%,84%,72%,37%,Ireland,No,"Franchise Dealer
4.7/5","Gorey, Co. Wexford",Fluence,6950.0,,,Co. Wexford,,,,,,,Renault Fluence,0.3178571428571429,1,3
Zetec,141000.0,1.5 L Diesel,Nov 2026,2016.0,Manual,1,Ford,Diesel,Hatchback,5,Sports Trim,5,Black,180.0,3.4 L/100 km,3.8 L/100 km,4.3 L/100 km,1.5 L,4.36 m,1.47 m,1.82 m,5/5,82%,71%,92%,72%,Ireland,UK,"Private Seller
No rating yet","Rush, Co. Dublin",Focus,8995.0,"1,215 L",,,,,,,,,Ford Focus,0.0116071428571428,1,4
Executive,175000.0,1.7 L Diesel,Aug 2026,2016.0,Manual,2,Hyundai,Diesel,SUV,5,Medium Trim,5,Black,200.0,4.0 L/100 km,4.4 L/100 km,5.1 L/100 km,1.7 L,4.48 m,1.65 m,1.85 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",Tucson,13450.0,,,Co. Dublin,,,,,,,Hyundai Tucson,0.1600852272727273,2,2
---,75173.88074,1.5 L Petrol,---,2020.0,Automatic,---,Land Rover,Petrol,---,5,---,5,Black,170.0,,,,,,,,,,,,,UK,,Franchise Dealer,Co. Down,Range Rover Evoque,25734.15,,,,,,,,,,Land Rover Range Rover Evoque,-0.75,1,2
Active,171877.512,1.0 L Petrol,Mar 2027,2017.0,Manual,6,Skoda,Petrol,Hatchback,5,Base Trim,4,Blue,190.0,3.9 L/100 km,4.5 L/100 km,5.6 L/100 km,1.0 L,3.56 m,1.48 m,1.65 m,,,,,,Ireland,No,"Private Seller
No rating yet","Ashtown, Co. Dublin",Citigo,5499.0,,,,,,,,,,Skoda Citigo,0.0016666666666666,1,1
Platinum,185074.1,1.7 L Diesel,Jan 2026,2016.0,Manual,3,Kia,Diesel,Saloon,4,Medium Trim,5,Silver,190.0,3.7 L/100 km,4.2 L/100 km,5.1 L/100 km,1.7 L,4.86 m,1.47 m,1.86 m,,,,,,Ireland,No,Independent Dealer,"Tallaght, Co. Dublin",Optima,10500.0,510 L,,Co. Dublin,,,,,,,Kia Optima,0.153030303030303,1,4
S,205135.0,1.6 L Diesel,May 2026,2018.0,Manual,1,SEAT,Diesel,SUV,5,Base Trim,5,Red,200.0,4.3 L/100 km,4.5 L/100 km,4.9 L/100 km,1.6 L,4.36 m,1.60 m,1.84 m,,,,,,Ireland,UK,"Franchise Dealer
4.4/5","Ballina, Co. Mayo",Ateca,17950.0,,,Co. Mayo,,,,,,,SEAT Ateca,0.2188284632034632,1,3
GLX,100521.0,1.6 L Diesel,Feb 2026,2018.0,Manual,2,Suzuki,Diesel,SUV,5,Luxury Trim,5,Grey,190.0,3.7 L/100 km,4.0 L/100 km,4.6 L/100 km,1.6 L,4.18 m,1.61 m,1.78 m,,,,,,Ireland,No,"Franchise Dealer
4.4/5","Ballina, Co. Mayo",Vitara,18500.0,,,Co. Mayo,,,,,,,Suzuki Vitara,0.2884722222222222,1,3
Terra,450615.2,1.4 L Diesel,May 2025,2011.0,Manual,5,Toyota,Diesel,Saloon,4,Base Trim,5,Silver,270.0,4.2 L/100 km,4.7 L/100 km,5.7 L/100 km,1.4 L,4.54 m,1.47 m,1.76 m,,,,,,Ireland,No,"Private Seller
No rating yet","North County, Co. Dublin",Corolla,3000.0,,,,55 L,,,,,,Toyota Corolla,0.1815716911764706,1,1
GT,102608.0,2.0 L Diesel,Jul 2026,2018.0,Automatic,2,Peugeot,Diesel,SUV,4,Luxury Trim,5,White,270.0,4.5 L/100 km,4.8 L/100 km,5.3 L/100 km,2.0 L,4.45 m,1.62 m,1.84 m,,,,,,Ireland,No,"Franchise Dealer
4.7/5","Ballinrobe, Co. Mayo",3008,23500.0,,,Co. Mayo,,,,,,,Peugeot 3008,0.3333333333333333,2,4
Design,0.0,1.0 L Petrol,Feb 2027,2021.0,Manual,1,Volkswagen,Petrol,SUV,5,Medium Trim,5,White,210.0,,6.0 L/100 km,,1.0 L,4.23 m,1.58 m,1.82 m,,,,,,Ireland,No,Franchise Dealer,Co. Limerick,T-Roc,0.0,"1,290 L",16 cm,,50 L,,,,,,Volkswagen T-Roc,0.1166666666666666,1,2
N,220.0,1.8 L Petrol,Mar 2025,2008.0,Unknown,3,Honda,,,,,,,400.0,,,,,,,,,,,,,Ireland,Unknown country,Franchise Dealer,Co. Limerick,Stream,4950.0,,,,,,,,,,Honda Stream,0.1376715686274509,1,5
Allure,2.0,1.2 L Petrol Hybrid,---,2025.0,Automatic,0,Peugeot,Petrol Hybrid,SUV,5,Luxury Trim,7,White,200.0,,5.7 L/100 km,,1.2 L,4.64 m,1.64 m,1.84 m,,,,,,Ireland,Unknown,Franchise Dealer,Co. Limerick,5008,50995.0,"1,940 L",24 cm,,56 L,,,,,,Peugeot 5008,0.1055479608111187,2,3
N,305.7746,1.6 L Diesel,Jan 2026,2009.0,---,6,Volkswagen,,,,,,,200.0,,,,,,,,,,,,,Ireland,N. Ireland,"Private Seller
No rating yet","Belmullet, Co. Mayo",Golf,4450.0,,,,,,,,,,Volkswagen Golf,0.0,1,5
Evolution,6000.0,1.0 L Petrol,Apr 2028,2024.0,Manual,1,Renault,Petrol,Hatchback,5,Medium Trim,5,Grey,190.0,,5.3 L/100 km,,1.0 L,4.05 m,,1.80 m,5/5,89%,75%,96%,72%,Ireland,No,"Franchise Dealer
4.7/5","Gorey, Co. Wexford",Clio,23950.0,,,Co. Wexford,,,,,,,Renault Clio,0.3897186147186148,2,4
S,164000.0,2.0 L Diesel,Sep 2025,2011.0,Automatic,4,Opel,Diesel,Saloon,4,Base Trim,5,Silver,600.0,4.7 L/100 km,5.9 L/100 km,8.1 L/100 km,2.0 L,4.83 m,1.50 m,1.86 m,,,,,,Ireland,No,Independent Dealer,Co. Dublin,Insignia,1295.0,,,Co. Dublin,,,,,,,Opel Insignia,0.4604166666666667,1,5
N,,1.4 L Petrol,Nov 2024,2008.0,Manual,3,Ford,,,,,,,600.0,,,,,,,,,,,,,Ireland,No,"Private Seller
2.5/5 (2)","Swords, Co. Dublin",Focus,750.0,,,,,,,,,,Ford Focus,0.0116071428571428,1,4
---,84000.0,3.0 L Diesel,Mar 2025,2023.0,Automatic,1,Land Rover,Diesel,SUV,5,---,2,Grey,333.0,,,,,,,,,,,,,Ireland,No,Franchise Dealer,Co. Wicklow,Discovery,59950.0,,,,,,,,,,Land Rover Discovery,0.1946458633958633,1,3
---,74890.6369,3.0 L Diesel,---,2021.0,Automatic,---,Audi,Diesel,---,---,---,7,Black,,,,,,,,,,,,,,UK,,Independent Dealer,"Newry, Co. Down",Q7,47964.15,,,,,,,,,,Audi Q7,-0.152020202020202,1,1
SE,70883.0,2.0 L Diesel,Apr 2023,2019.0,Automatic,2,Land Rover,Diesel,SUV,5,Base Trim,7,Red,600.0,,6.5 L/100 km,,2.0 L,4.60 m,1.72 m,1.89 m,5/5,83%,82%,93%,69%,Ireland,No,"Franchise Dealer
4.0/5",Co. Limerick,Discovery Sport,35650.0,"1,698 L",21 cm,Co. Limerick,54 L,,,,,,Land Rover Discovery Sport,-0.063954248366013,1,3
S,1222.0,1.5 L Petrol Plug-in Hybrid,Feb 2027,2021.0,Automatic,1,Land Rover,Petrol Plug-in Hybrid,SUV,5,Medium Trim,5,White,140.0,,,,1.5 L,4.37 m,1.65 m,1.90 m,5/5,87%,73%,94%,72%,Ireland,UK,"Private Seller
No rating yet","City Centre, Co. Dublin",Range Rover Evoque,400.0,"1,156 L",21 cm,,57 L,,,12.2 kWh,,,Land Rover Range Rover Evoque,-0.75,1,2
SV,42500.0,1.3 L Petrol,Jan 2026,2022.0,Automatic,1,Nissan,Petrol,MPV,4,Medium Trim,5,Grey,270.0,,6.3 L/100 km,,1.3 L,4.43 m,,1.84 m,5/5,91%,95%,91%,70%,Ireland,No,Franchise Dealer,Co. Limerick,Qashqai,31950.0,"1,593 L",,,55 L,,,,,,Nissan Qashqai,0.019047619047619,1,2
Feel,181052.0,1.6 L Diesel,Jul 2026,2016.0,Manual,4,Citroen,Diesel,Hatchback,4,Medium Trim,5,Grey,180.0,3.2 L/100 km,3.6 L/100 km,4.4 L/100 km,1.6 L,4.33 m,1.49 m,1.79 m,,,,,,Ireland,No,"Franchise Dealer
4.4/5","Ballina, Co. Mayo",C4,10950.0,"1,183 L",,Co. Mayo,60 L,,,,,,Citroen C4,0.2787499999999999,1,3
Titanium,228000.0,2.0 L Diesel,Jan 2027,2017.0,Manual,2,Ford,Diesel,Estate,4,Luxury Trim,5,Grey,200.0,4.1 L/100 km,4.5 L/100 km,5.1 L/100 km,2.0 L,4.87 m,1.50 m,1.85 m,5/5,82%,66%,86%,66%,Ireland,No,"Private Seller
No rating yet","Ashbourne, Co. Meath",Mondeo,11000.0,,,,,,,,,,Ford Mondeo,0.4681818181818182,2,2
Ambition,296000.0,2.0 L Diesel,Jun 2025,2017.0,Automatic,2,Skoda,Diesel,Saloon,4,Medium Trim,5,Grey,200.0,4.0 L/100 km,4.5 L/100 km,4.9 L/100 km,2.0 L,4.86 m,1.47 m,1.86 m,5/5,86%,76%,86%,71%,Ireland,No,"Private Seller
No rating yet","Drumshambo, Co. Leitrim",Superb,11500.0,,,,,,,,,,Skoda Superb,0.4194805194805195,2,5
GTD,188292.78,2.0 L Diesel,Nov 2025,2014.0,Automatic,2,Volkswagen,Diesel,Hatchback,5,Sports Trim,5,Red,270.0,4.0 L/100 km,4.5 L/100 km,5.5 L/100 km,2.0 L,4.27 m,1.44 m,1.80 m,5/5,89%,71%,94%,65%,Ireland,UK,"Private Seller
No rating yet","Westport, Co. Mayo",Golf,12950.0,"1,270 L",13 cm,,50 L,,,,,,Volkswagen Golf,0.0,1,5
Highline,210000.0,1.6 L Diesel,Jul 2025,2017.0,Manual,2,Volkswagen,Diesel,Hatchback,5,Medium Trim,5,Grey,190.0,3.9 L/100 km,4.2 L/100 km,4.7 L/100 km,1.6 L,4.26 m,1.49 m,1.79 m,5/5,89%,71%,94%,65%,Ireland,No,"Private Seller
5.0/5 (1)","Kilmacthomas, Co. Waterford",Golf,13890.0,,,,,,,,,,Volkswagen Golf,0.0,1,5
N,,1.9 L Diesel,Aug 2025,2005.0,Manual,3,Audi,,,,,,,673.0,,,,,,,,,,,,,Ireland,No,"Private Seller
No rating yet","Mullingar, Co. Westmeath",A4,750.0,,,,,,,,,,Audi A4,0.1259649122807017,1,2
ELITE,151277.96,1.6 L Diesel,Mar 2027,2017.0,Manual,2,Opel,Diesel,Hatchback,5,Luxury Trim,5,White,170.0,3.6 L/100 km,3.9 L/100 km,4.6 L/100 km,1.6 L,4.37 m,1.49 m,1.87 m,5/5,,,,,Ireland,No,Independent Dealer,Co. Galway,Astra,11950.0,"1,210 L",,Co. Galway,,,,,,,Opel Astra,0.2083333333333333,1,4
Limited,43555.0,1.0 L Petrol,Sep 2026,2022.0,Manual,2,Renault,Petrol,Hatchback,5,Base Trim,5,Grey,210.0,,5.9 L/100 km,,1.0 L,4.23 m,,1.80 m,5/5,83%,74%,96%,75%,Ireland,No,Franchise Dealer,"Tallaght, Co. Dublin",Captur,22700.0,,,Co. Dublin,,,,,,,Renault Captur,-0.4083333333333332,1,1
SportLine,79513.0,2.0 L Diesel,Oct 2025,2021.0,Automatic,2,Skoda,Diesel,Estate,5,Sports Trim,7,Grey,270.0,,5.4 L/100 km,,2.0 L,4.70 m,1.69 m,1.88 m,,,,,,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Kodiaq,46500.0,,,,,,,,,,Skoda Kodiaq,0.0285853096179183,1,2
Sport,78000.0,1.8 L Petrol,Jan 2027,2023.0,Automatic,1,Toyota,Petrol,Hatchback,4,Sports Trim,5,Red,,,,,1.8 L,4.39 m,,1.80 m,5/5,77%,78%,95%,76%,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",C-HR,28500.0,,,,,,,,,,Toyota C-HR,0.0,1,5
Executive Plus,44873.0,1.6 L Petrol Hybrid,Jan 2026,2022.0,Automatic,1,Hyundai,Petrol Hybrid,MPV,5,Luxury Trim,5,Blue,,,,,1.6 L,4.48 m,1.66 m,1.85 m,,,,,,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Tucson,38500.0,"1,503 L",17 cm,,52 L,230 hp,193 km/h,1.5 kWh,8.0 sec,,Hyundai Tucson,0.1600852272727273,2,2
Executive Plus,71000.0,1.6 L Diesel,Jan 2026,2022.0,Manual,1,Hyundai,Diesel,MPV,5,Luxury Trim,5,Red,270.0,,5.3 L/100 km,,1.6 L,4.48 m,1.66 m,1.85 m,,,,,,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Tucson,33250.0,"1,503 L",17 cm,,55 L,,,,,,Hyundai Tucson,0.1600852272727273,2,2
Executive Plus,51933.0,1.6 L Petrol Plug-in Hybrid,Jul 2025,2021.0,Automatic,2,Hyundai,Petrol Plug-in Hybrid,MPV,5,Luxury Trim,5,Brown,,,,,,,,,,,,,,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Tucson,35900.0,,,,,,,,,,Hyundai Tucson,0.1600852272727273,2,2
Comfort Plus,34153.0,1.6 L Petrol Hybrid,Jan 2027,2023.0,Automatic,1,Hyundai,Petrol Hybrid,MPV,5,Base Trim,5,Grey,,,,,1.6 L,4.50 m,1.65 m,1.87 m,5/5,87%,70%,86%,66%,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Tucson,39900.0,"1,795 L",17 cm,,52 L,230 hp,193 km/h,1.5 kWh,8.0 sec,,Hyundai Tucson,0.1600852272727273,2,2
Luna,60790.0,1.0 L Petrol,Mar 2025,2019.0,Manual,1,Toyota,Petrol,Hatchback,4,Medium Trim,5,Grey,,,,,1.0 L,3.95 m,1.51 m,1.70 m,5/5,80%,57%,83%,63%,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Yaris,16500.0,768 L,14 cm,,42 L,,,,,,Toyota Yaris,0.35,2,4
Deluxe,37285.0,1.0 L Petrol,Feb 2026,2022.0,Automatic,1,Hyundai,Petrol,Hatchback,5,Medium Trim,5,Grey,,,,,1.0 L,3.67 m,1.48 m,1.68 m,3/5,75%,59%,69%,52%,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",i10,18500.0,"1,010 L",15 cm,,36 L,,,,,,Hyundai i10,0.2582465277777777,2,3
Ambition,147082.0,1.6 L Diesel,May 2026,2018.0,Automatic,2,Skoda,Diesel,Hatchback,4,Medium Trim,5,White,,,,,1.6 L,4.66 m,1.46 m,1.81 m,5/5,86%,66%,93%,82%,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Octavia,18750.0,"1,580 L",,,,,,,,,Skoda Octavia,0.1167956349206348,1,2
Executive,7300.0,1.6 L Petrol Plug-in Hybrid,Jul 2028,2024.0,Automatic,1,Hyundai,Petrol Plug-in Hybrid,MPV,5,Medium Trim,5,Red,140.0,,1.4 L/100 km,,1.6 L,4.50 m,1.65 m,1.87 m,5/5,87%,70%,86%,66%,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Tucson,49450.0,"1,737 L",17 cm,,42 L,,,13.8 kWh,,,Hyundai Tucson,0.1600852272727273,2,2
Premium,3100.0,1.6 L Petrol Plug-in Hybrid,Jul 2028,2024.0,Automatic,1,Hyundai,Petrol Plug-in Hybrid,SUV,5,Base Trim,7,Blue,140.0,,1.7 L/100 km,,1.6 L,4.79 m,1.71 m,1.90 m,5/5,88%,76%,94%,67%,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Santa Fe,67900.0,"1,695 L",18 cm,,47 L,265 hp,187 km/h,13.8 kWh,8.8 sec,,Hyundai Santa Fe,0.3415223665223665,2,4
NLine,3327.0,1.0 L Petrol,Jul 2028,2024.0,Manual,1,Hyundai,Petrol,Hatchback,5,Luxury Trim,5,Green,210.0,,6.2 L/100 km,,1.0 L,4.34 m,1.46 m,1.80 m,5/5,84%,68%,88%,64%,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",i30,29900.0,"1,301 L",14 cm,,50 L,,,,,,Hyundai i30,0.1575883838383838,1,2
Premium,37090.0,1.6 L Petrol Plug-in Hybrid,Jan 2026,2022.0,Automatic,1,Hyundai,Petrol Plug-in Hybrid,Estate,5,Medium Trim,7,Grey,140.0,,1.7 L/100 km,,1.6 L,4.79 m,1.71 m,1.90 m,5/5,88%,76%,94%,67%,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Santa Fe,47450.0,"1,695 L",18 cm,,47 L,265 hp,187 km/h,13.8 kWh,8.8 sec,,Hyundai Santa Fe,0.3415223665223665,2,4
Executive Plus,11000.0,1.6 L Petrol Hybrid,Jul 2027,2023.0,Automatic,1,Hyundai,Petrol Hybrid,MPV,5,Luxury Trim,5,Grey,,,,,1.6 L,4.50 m,1.65 m,1.87 m,5/5,87%,70%,86%,66%,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Tucson,41750.0,"1,795 L",17 cm,,52 L,230 hp,193 km/h,1.5 kWh,8.0 sec,,Hyundai Tucson,0.1600852272727273,2,2
Executive Plus,47401.0,1.6 L Petrol Plug-in Hybrid,Jan 2026,2022.0,Automatic,1,Hyundai,Petrol Plug-in Hybrid,Estate,5,Medium Trim,7,Grey,140.0,,1.7 L/100 km,,1.6 L,4.79 m,1.71 m,1.90 m,5/5,88%,76%,94%,67%,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Santa Fe,46900.0,"1,695 L",18 cm,,47 L,265 hp,187 km/h,13.8 kWh,8.8 sec,,Hyundai Santa Fe,0.3415223665223665,2,4
Executive Plus,12047.0,1.6 L Petrol Hybrid,Jan 2028,2024.0,Automatic,1,Hyundai,Petrol Hybrid,SUV,5,Luxury Trim,5,Silver,200.0,,5.7 L/100 km,,1.6 L,4.50 m,1.65 m,1.87 m,5/5,87%,70%,86%,66%,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Tucson,43450.0,"1,795 L",17 cm,,52 L,230 hp,193 km/h,1.5 kWh,8.0 sec,,Hyundai Tucson,0.1600852272727273,2,2
Executive,28650.0,1.6 L Petrol Plug-in Hybrid,Feb 2026,2022.0,Automatic,1,Hyundai,Petrol Plug-in Hybrid,SUV,5,---,5,Blue,140.0,,,,,,,,,,,,,Ireland,No,Franchise Dealer,"Castlebar, Co. Mayo",Tucson,36450.0,,,,,,,,,,Hyundai Tucson,0.1600852272727273,2,2
SVE,99.0,1.6 L Petrol Hybrid,---,2024.0,Automatic,---,Nissan,Petrol Hybrid,Crossover,---,Medium Trim,5,White,190.0,,5.1 L/100 km,,1.6 L,4.21 m,,1.80 m,5/5,85%,73%,94%,81%,Ireland,No,Franchise Dealer,Co. Meath,Juke,33450.0,"1,305 L",,Co. Meath,46 L,143 hp,166 km/h,1.2 kWh,10.1 sec,,Nissan Juke,0.0907860614228538,1,1
